UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2010,5,4071440,2080498,1990942,1532550,1456115,304791,296101,33647,32845,99270,98516,5999,5864,104241,101501,1628097,1548968,359308,349682,56231,54777,137623,135459,13490,13187,1568042,1500532,1089968,1032848,278501,270897,18041,17623,93792,93372,4040,4016,83700,81776,1167047,1107937,323374,315129,32907,32099,125856,124379,9538,9448,512456,490410,442582,423267,26290,25204,15606,15222,5478,5144,1959,1848,20541,19725,461050,441031,35934,34553,23324,22678,11767,11080,3952,3739
R,10,2010,6,4062559,2074123,1988436,1534292,1461061,301156,292268,32796,31794,99439,100059,5858,5539,100582,97715,1626288,1550431,352963,343015,54966,53403,136953,135935,13342,12717,1575851,1509736,1102357,1046999,276282,268044,17962,17216,94010,94879,4022,3797,81218,78801,1176978,1119332,318923,309987,32833,31706,125605,125010,9630,9096,498272,478700,431935,414062,24874,24224,14834,14578,5429,5180,1836,1742,19364,18914,449310,431099,34040,33028,22133,21697,11348,10925,3712,3621
R,10,2010,7,4050036,2066967,1983069,1534662,1461696,299282,290867,32248,31441,98424,99700,5722,5372,96629,93993,1622950,1547598,348723,339214,54218,52797,134096,134382,12961,12298,1578483,1512254,1110885,1053482,274886,267463,17635,16995,93170,94683,3937,3697,77970,75934,1182445,1123188,315762,307455,32382,31436,123120,123761,9309,8904,488484,470815,423777,408214,24396,23404,14613,14446,5254,5017,1785,1675,18659,18059,440505,424410,32961,31759,21836,21361,10976,10621,3652,3394
R,10,2010,8,4051038,2067645,1983393,1536545,1464153,304735,296156,32503,31254,95756,95554,5608,5402,92498,90874,1620907,1546879,351759,343048,54226,52697,129616,128305,12656,12163,1583411,1517057,1115237,1058873,280966,273053,17943,17181,90651,90768,3918,3725,74696,73457,1183621,1126079,319979,311913,32565,31705,119036,118210,9235,8815,484234,466336,421308,405280,23769,23103,14560,14073,5105,4786,1690,1677,17802,17417,437286,420800,31780,31135,21661,20992,10580,10095,3421,3348
R,10,2010,9,4106304,2097033,2009271,1557200,1483818,313275,303263,32316,31273,96773,96144,5561,5384,91908,89389,1640779,1565322,360132,349178,54368,52786,130240,128212,12558,12167,1614903,1546034,1137488,1080718,289408,280428,18075,17513,91807,91396,3860,3684,74265,72295,1205233,1146917,328227,318568,33130,32185,119930,118343,9103,8793,482130,463237,419712,403100,23867,22835,14241,13760,4966,4748,1701,1700,17643,17094,435546,418405,31905,30610,21238,20601,10310,9869,3455,3374
R,10,2010,10,4186353,2140814,2045539,1587781,1507330,325984,315721,33347,32036,97117,96692,5739,5465,90846,88295,1670579,1587460,371960,361058,55838,53768,129816,128123,12613,12230,1654976,1580428,1164241,1102685,302205,292583,18834,17946,92179,91914,4063,3805,73454,71495,1231392,1167820,340296,330247,34208,32970,119720,118276,9267,8895,485838,465111,423540,404645,23779,23138,14513,14090,4938,4778,1676,1660,17392,16800,439187,419640,31664,30811,21630,20798,10096,9847,3346,3335
R,10,2010,11,4125686,2111366,2014320,1574604,1494423,318958,307399,32471,31410,91745,90627,5665,5195,87923,85266,1654544,1571626,363383,351297,54715,53160,122868,120406,12604,11755,1641050,1563720,1164448,1101975,295810,285001,18561,18027,86923,86029,4015,3659,71293,69029,1229528,1164684,332827,321551,34025,33189,113033,110882,9249,8605,470316,450600,410156,392448,23148,22398,13910,13383,4822,4598,1650,1536,16630,16237,425016,406942,30556,29746,20690,19971,9835,9524,3355,3150
R,10,2010,12,4125673,2109586,2016087,1572742,1494698,320904,310108,32388,31306,92420,91363,5598,5272,85534,83340,1650188,1570418,363873,352473,54482,53017,122516,120195,12349,11603,1646558,1571641,1168676,1107506,298202,288011,18540,17904,87615,86704,3949,3709,69576,67807,1231883,1169341,334146,323474,33991,33216,112934,110851,9125,8548,463028,444446,404066,387192,22702,22097,13848,13402,4805,4659,1649,1563,15958,15533,418305,401077,29727,28999,20491,19801,9582,9344,3224,3055
R,10,2010,13,4106681,2099246,2007435,1568578,1491220,317944,307930,31746,30964,93965,92123,5433,5114,81580,80084,1642583,1563699,358227,347868,53435,52518,122929,120105,11792,11306,1642650,1570010,1169327,1109393,295838,286539,18222,17863,89321,87565,3840,3633,66102,65017,1229540,1168374,329332,319833,33452,33132,113575,111089,8691,8357,456596,437425,399251,381827,22106,21391,13524,13101,4644,4558,1593,1481,15478,15067,413043,395325,28895,28035,19983,19386,9354,9016,3101,2949
R,10,2010,14,4134856,2115724,2019132,1584623,1501888,318008,309494,32208,30683,95337,93445,5628,5183,79920,78439,1657020,1572617,356645,348206,54196,52240,123689,121078,12012,11551,1660963,1585103,1186868,1122653,296195,288645,18435,17583,90713,88848,4009,3668,64743,63706,1245751,1180279,328346,320975,33788,32791,114593,112043,8900,8603,454761,434029,397755,379235,21813,20849,13773,13100,4624,4597,1619,1515,15177,14733,411269,392338,28299,27231,20408,19449,9096,9035,3112,2948
R,10,2010,15,4219433,2164331,2055102,1617352,1527064,334425,321711,32872,31332,95739,92848,5613,5509,78330,76638,1687882,1595930,371928,359391,55069,52995,123635,119628,12062,11901,1703415,1616552,1213705,1143994,312030,300028,19039,18175,91088,88286,3975,3889,63578,62180,1271070,1200069,343256,331266,34845,33672,114627,110782,8962,8841,460916,438550,403647,383070,22395,21683,13833,13157,4651,4562,1638,1620,14752,14458,416812,395861,28672,28125,20224,19323,9008,8846,3100,3060
R,10,2010,16,4272730,2193556,2079174,1631535,1538415,349840,336154,33247,31885,97281,91970,5640,5632,76013,75118,1699628,1605530,385569,372357,55750,54084,124274,118244,12236,11954,1732459,1643181,1227467,1157599,327322,314697,19461,18432,92617,87514,4044,3992,61548,60947,1282698,1212160,356987,344773,35562,34436,115363,109604,9146,8910,461097,435993,404068,380816,22518,21457,13786,13453,4664,4456,1596,1640,14465,14171,416930,393370,28582,27584,20188,19648,8911,8640,3090,3044
R,10,2010,17,4366292,2246920,2119372,1668511,1564070,365141,349932,34635,32969,99741,94045,5986,5631,72906,72725,1733541,1628786,398566,384320,56686,55340,126110,119495,12407,11936,1777422,1682032,1256746,1181880,342083,328149,20326,19510,95093,89493,4234,4034,58940,58966,1309458,1234482,369655,356568,36143,35743,117314,110946,9231,8920,469498,437340,411765,382190,23058,21783,14309,13459,4648,4552,1752,1597,13966,13759,424083,394304,28911,27752,20543,19597,8796,8549,3176,3016
R,10,2010,18,4459881,2295138,2164743,1705887,1599871,371863,356166,36390,33626,103425,97944,6117,5820,71456,71316,1769308,1663131,403266,388567,59047,55920,129604,123746,12505,12174,1815148,1721973,1285103,1212820,348250,333967,21335,20050,98696,93298,4291,4131,57473,57707,1336122,1264114,373843,360567,37534,36197,120928,115139,9314,9032,479990,442770,420784,387051,23613,22199,15055,13576,4729,4646,1826,1689,13983,13609,433186,399017,29423,28000,21513,19723,8676,8607,3191,3142
R,10,2010,19,4560608,2329472,2231136,1729431,1644053,375633,369135,36583,33440,112569,107266,6888,6152,68368,71090,1789307,1706140,404818,401313,58285,55342,138626,134072,13740,13054,1850420,1791027,1311068,1262072,351310,345171,21211,20120,107443,102140,4919,4430,54469,57094,1358757,1311943,374812,371256,36591,35741,129383,124782,10289,9881,479052,440109,418363,381981,24323,23964,15372,13320,5126,5126,1969,1722,13899,13996,430550,394197,30006,30057,21694,19601,9243,9290,3451,3173
R,10,2010,20,4597433,2347684,2249749,1751427,1663537,370191,366580,36309,32948,117843,112809,7145,6604,64769,67271,1808059,1722510,396983,396438,57292,54187,143136,138033,13641,13033,1864234,1814260,1328836,1285645,345580,342387,20701,19849,112637,107749,5072,4803,51408,53827,1373716,1332833,366813,366441,35526,34979,134107,129051,10183,9813,483450,435489,422591,377892,24611,24193,15608,13099,5206,5060,2073,1801,13361,13444,434343,389677,30170,29997,21766,19208,9029,8982,3458,3220
R,10,2010,21,4426360,2263464,2162896,1694367,1598813,348514,349184,34611,31363,119008,115194,7090,6271,59874,62071,1746606,1652886,372711,376346,54553,51103,142212,138860,13210,12365,1800907,1753306,1289764,1242971,325336,326463,19546,18997,114067,110378,5001,4626,47193,49871,1330871,1286319,344316,348311,33492,33153,133765,130605,9822,9474,462557,409590,404603,355842,23178,22721,15065,12366,4941,4816,2089,1645,12681,12200,415735,366567,28395,28035,21061,17950,8447,8255,3388,2891
R,10,2010,22,4335277,2211001,2124276,1670044,1582140,325284,330834,34058,30281,118531,115607,6924,6374,56160,59040,1718933,1633667,347479,356155,52717,49114,140702,138396,12677,12211,1747967,1718417,1263739,1229256,302940,308558,18807,17949,113765,110892,4914,4686,43802,47076,1301779,1270347,320112,328625,31611,31363,132520,130237,9401,9301,463034,405859,406305,352884,22344,22276,15251,12332,4766,4715,2010,1688,12358,11964,417154,363320,27367,27530,21106,17751,8182,8159,3276,2910
R,10,2010,23,4222028,2155506,2066522,1641101,1546383,305535,313484,32695,29112,116789,114872,7052,6148,52334,56523,1686438,1595696,326063,337505,50501,47382,137393,136821,12644,11719,1700011,1669258,1240403,1200412,284304,291901,17678,17249,112152,110429,4942,4503,40532,44764,1275355,1239399,300003,310799,29796,30119,129575,129126,9338,8910,455495,397264,400698,345971,21231,21583,15017,11863,4637,4443,2110,1645,11802,11759,411083,356297,26060,26706,20705,17263,7818,7695,3306,2809
R,10,2010,24,4240544,2161454,2079090,1654870,1562816,297457,308054,32538,29267,118767,118753,7040,6226,50782,53974,1699095,1609613,316758,330551,49845,47459,138971,139527,12469,11665,1700544,1679238,1248795,1214101,276162,286427,17418,17063,114119,114388,4919,4577,39131,42682,1282812,1251024,290651,304102,29188,29959,131111,132041,9155,8896,460910,399852,406075,348715,21295,21627,15120,12204,4648,4365,2121,1649,11651,11292,416283,358589,26107,26449,20657,17500,7860,7486,3314,2769
R,10,2010,25,4290733,2180726,2110007,1675345,1585859,294119,308857,32505,29127,122195,126280,6987,6325,49575,53559,1718402,1632396,312785,330434,50033,47248,141685,147361,12197,11849,1713947,1704832,1263780,1231835,272921,287454,16986,16927,117652,121836,4832,4743,37776,42037,1296424,1268258,286786,303982,28732,29751,134072,139749,8905,9170,466779,405175,411565,354024,21198,21403,15519,12200,4543,4444,2155,1582,11799,11522,421978,364138,25999,26452,21301,17497,7613,7612,3292,2679
R,10,2010,26,4208267,2127827,2080440,1635487,1562353,282035,300320,31639,28587,124122,131322,6747,6030,47797,51828,1676940,1607207,299464,320701,48606,46526,143257,152079,12115,11497,1673727,1678575,1234901,1210629,261689,279496,16585,16486,119565,127078,4695,4428,36292,40458,1266217,1245576,274498,294939,27929,29106,135655,144679,8905,8742,454100,401865,400586,351724,20346,20824,15054,12101,4557,4244,2052,1602,11505,11370,410723,361631,24966,25762,20677,17420,7602,7400,3210,2755
R,10,2010,27,4203695,2120246,2083449,1632895,1562201,278182,299165,31722,28751,123865,136026,6657,6098,46925,51208,1673464,1606417,295363,319038,48510,46866,142635,156381,11858,11559,1666236,1679422,1232069,1208859,257980,277973,16472,16436,119364,131843,4694,4473,35657,39838,1262682,1243098,270507,293012,27778,29152,135163,149097,8786,8804,454010,404027,400826,353342,20202,21192,15250,12315,4501,4183,1963,1625,11268,11370,410782,363319,24856,26026,20732,17714,7472,7284,3072,2755
R,10,2010,28,4264340,2145665,2118675,1653795,1586604,280325,304350,31450,28731,126595,141910,6756,6265,46744,50815,1694195,1630441,297315,324236,48424,46919,145154,161792,11983,11683,1683496,1703328,1245288,1222759,259986,282713,16349,16261,121939,137485,4713,4570,35221,39540,1275520,1256722,272246,297752,27734,29097,137422,154305,8806,8885,462169,415347,408507,363845,20339,21637,15101,12470,4656,4425,2043,1695,11523,11275,418675,373719,25069,26484,20690,17822,7732,7487,3177,2798
R,10,2010,29,4206698,2110909,2095789,1632067,1572240,274831,300268,30277,28296,121861,139766,6484,5806,45389,49413,1671162,1614858,291128,319679,47084,46163,139752,158876,11624,11093,1661936,1686751,1234701,1213575,255328,279301,15623,16012,117399,135451,4552,4179,34333,38233,1264083,1246410,267148,293861,26948,28537,132385,151615,8602,8369,448973,409038,397366,358665,19503,20967,14654,12284,4462,4315,1932,1627,11056,11180,407079,368448,23980,25818,20136,17626,7367,7261,3022,2724
R,10,2010,30,4312764,2170656,2142108,1672490,1599395,288223,314560,31585,28778,125755,143520,6780,6120,45823,49735,1711922,1642261,304831,334084,48711,46974,143745,162596,12014,11524,1699725,1720519,1255514,1229174,267921,292979,16246,16266,121050,139155,4710,4465,34284,38480,1284776,1262107,279798,307581,27729,29115,135976,155305,8829,8810,470931,421589,416976,370221,20302,21581,15339,12512,4705,4365,2070,1655,11539,11255,427146,380154,25033,26503,20982,17859,7769,7291,3185,2714
R,10,2010,31,4123617,2070667,2052950,1596121,1532562,273558,301117,29608,27225,122704,139853,6117,5715,42559,46478,1632860,1572438,288718,319271,45706,44328,139260,157887,10903,10629,1631318,1652533,1207012,1180937,254565,280578,15335,15345,118378,135757,4265,4181,31763,35735,1234211,1211412,265383,293916,26087,27400,132142,150956,7984,8110,439349,400417,389109,351625,18993,20539,14273,11880,4326,4096,1852,1534,10796,10743,398649,361026,23335,25355,19619,16928,7118,6931,2919,2519
R,10,2010,32,3971527,1988323,1983204,1536034,1483525,259133,287826,28063,26384,118930,135851,5804,5378,40359,44240,1570673,1521494,273541,304751,43565,43037,134635,152929,10194,10035,1563615,1590934,1158896,1138819,241109,267986,14557,14665,114782,131718,4115,3885,30156,33861,1184487,1167670,251395,280390,24980,26306,127878,146146,7568,7600,424708,392270,377138,344706,18024,19840,13506,11719,4148,4133,1689,1493,10203,10379,386186,353824,22146,24361,18585,16731,6757,6783,2626,2435
R,10,2010,33,3975341,1985923,1989418,1537593,1491121,256279,286621,28377,26537,118753,136383,5770,5409,39151,43347,1571216,1528063,269972,303116,43662,43154,134020,153227,10088,10045,1561439,1593322,1160054,1141525,238888,267163,14835,15098,114516,132278,4067,3926,29079,33332,1184743,1169718,248464,279305,25133,26870,127180,146503,7442,7614,424484,396096,377539,349596,17391,19458,13542,11439,4237,4105,1703,1483,10072,10015,386473,358345,21508,23811,18529,16284,6840,6724,2646,2431
R,10,2010,34,3828884,1911055,1917829,1474788,1437136,244113,272876,27313,25327,121754,136693,5475,5126,37612,40671,1507126,1471695,256846,288057,42030,41029,136609,152717,9746,9507,1497780,1528600,1106781,1092653,227180,254251,14239,14166,117705,132674,3902,3738,27973,31118,1130550,1118839,236001,265293,24117,25221,130176,146184,7258,7267,413275,389229,368007,344483,16933,18625,13074,11161,4049,4019,1573,1388,9639,9553,376576,352856,20845,22764,17913,15808,6433,6533,2488,2240
R,10,2010,35,3913878,1957266,1956612,1513062,1466614,248796,278697,27147,25747,127141,141286,5395,4950,35725,39318,1543514,1500042,260931,293075,41274,41070,141309,156858,9390,9089,1540720,1565629,1140105,1119362,232556,260370,14064,14542,123183,137382,3877,3610,26935,30363,1162798,1144988,241125,270851,23766,25467,135150,150610,7068,6914,416546,390983,372957,347252,16240,18327,13083,11205,3958,3904,1518,1340,8790,8955,380716,355054,19806,22224,17508,15603,6159,6248,2322,2175
R,10,2010,36,3878480,1934783,1943697,1496406,1459307,245238,275379,26801,25187,126928,141404,5152,4836,34258,37584,1525544,1491050,256628,289028,40717,40153,140427,156225,9036,8814,1529088,1558747,1132100,1115800,229998,258181,13970,14275,123216,137653,3732,3576,26072,29262,1154069,1140256,238152,268302,23569,25072,134745,150390,6859,6783,405695,384950,364306,343507,15240,17198,12831,10912,3712,3751,1420,1260,8186,8322,371475,350794,18476,20726,17148,15081,5682,5835,2177,2031
R,10,2010,37,3864417,1919089,1945328,1483919,1458805,244832,277909,26054,25080,125976,141959,4882,4828,33426,36747,1512258,1489706,255739,291092,39659,39890,139342,156519,8650,8729,1528907,1570422,1133094,1124065,230329,261240,13828,14424,122461,138317,3537,3575,25658,28801,1154602,1148037,238109,271025,23429,25326,133943,150857,6603,6716,390182,374906,350825,334740,14503,16669,12226,10656,3515,3642,1345,1253,7768,7946,357656,341669,17630,20067,16230,14564,5399,5662,2047,2013
R,10,2010,38,4026247,2000855,2025392,1551593,1525734,256315,288387,26689,25208,127993,144474,4973,4708,33292,36881,1579643,1556788,266928,301370,40815,40506,141076,158844,8746,8642,1611476,1650117,1201404,1190241,241901,271890,14356,14687,124386,140816,3650,3476,25779,29007,1222860,1214386,249590,281557,24534,25980,135672,153280,6696,6714,389379,375275,350189,335493,14414,16497,12333,10521,3607,3658,1323,1232,7513,7874,356783,342402,17338,19813,16281,14526,5404,5564,2050,1928
R,10,2010,39,4261121,2117077,2144044,1660505,1633911,266255,301899,26799,26017,124406,140061,4974,4730,34138,37426,1689316,1665433,277018,314930,41529,42006,137624,154218,8918,8860,1731862,1771641,1313961,1301247,251964,285482,14915,15360,120755,136468,3622,3529,26645,29555,1336226,1325902,259746,295158,25709,27410,132173,148684,6868,6916,385215,372403,346544,332664,14291,16417,11884,10657,3651,3593,1352,1201,7493,7871,353090,339531,17272,19772,15820,14596,5451,5534,2050,1944
R,10,2010,40,4400125,2192800,2207325,1725547,1690682,274668,305761,27560,25996,125915,142291,5026,4926,34084,37669,1754312,1722191,285400,318793,42520,42415,138793,156523,9023,9174,1804563,1839027,1376248,1361609,260152,289551,15397,15656,122308,138646,3708,3704,26750,29861,1398564,1386329,268041,299335,26483,28085,133392,150874,6999,7231,388237,368298,349299,329073,14516,16210,12163,10340,3607,3645,1318,1222,7334,7808,355748,335862,17359,19458,16037,14330,5401,5649,2024,1943
R,10,2010,41,4228618,2108242,2120376,1667815,1634159,258269,287240,26060,24999,119311,134741,4851,4696,31936,34541,1694866,1663072,267923,298705,40481,40586,131317,147662,8603,8607,1738074,1769198,1334497,1319736,244589,272215,14720,15103,115907,131244,3627,3557,24734,27343,1355221,1342420,251399,280695,25340,26965,126217,142351,6692,6772,370168,351178,333318,314423,13680,15025,11340,9896,3404,3497,1224,1139,7202,7198,339645,320652,16524,18010,15141,13621,5100,5311,1911,1835
R,10,2010,42,4081831,2031929,2049902,1604589,1576442,252896,282156,25377,24238,114872,130251,4387,4357,29808,32458,1629627,1603377,261781,292909,39168,39098,125985,142234,7920,8202,1678791,1714211,1286674,1275929,239540,267440,14381,14858,111791,127058,3232,3254,23173,25672,1305906,1296959,245833,275353,24636,26233,121369,137450,6146,6455,353138,335691,317915,300513,13356,14716,10996,9380,3081,3193,1155,1103,6635,6786,323721,306418,15948,17556,14532,12865,4616,4784,1774,1747
R,10,2010,43,4089098,2030416,2058682,1613800,1595119,253089,284262,24585,24184,105816,119340,4497,4298,28629,31479,1637825,1621255,261501,294877,38202,39019,116289,130442,7854,8007,1690044,1731956,1306971,1302470,240266,269799,14352,15241,102783,116323,3343,3240,22329,24883,1325459,1322886,246194,277571,24578,26675,111807,125833,6169,6351,340372,326726,306829,292649,12823,14463,10233,8943,3033,3017,1154,1058,6300,6596,312366,298369,15307,17306,13624,12344,4482,4609,1685,1656
R,10,2010,44,4127776,2048386,2079390,1625568,1611289,260541,290703,24657,24270,104837,117822,4420,4409,28363,30897,1649050,1636840,268990,300946,38414,39166,115012,128677,7937,8074,1714399,1759672,1324594,1325030,247673,276601,14588,15492,101952,114792,3323,3369,22269,24388,1342748,1344969,253636,284090,25130,27000,110681,124065,6285,6411,333987,319718,300974,286259,12868,14102,10069,8778,2885,3030,1097,1040,6094,6509,306302,291871,15354,16856,13284,12166,4331,4612,1652,1663
R,10,2010,45,4363945,2165764,2198181,1724064,1709113,274092,305976,26024,25452,107888,121068,4591,4460,29105,32112,1748318,1735624,282513,316415,40378,41147,118257,132205,8119,8318,1827914,1876386,1419614,1421137,261189,291595,15825,16584,104915,118009,3513,3453,22858,25608,1438393,1442001,267164,299295,26754,28922,113871,127605,6462,6688,337850,321795,304450,287976,12903,14381,10199,8868,2973,3059,1078,1007,6247,6504,309925,293623,15349,17120,13624,12225,4386,4600,1657,1630
R,10,2010,46,4528189,2239907,2288282,1794027,1792034,277559,311033,26142,26001,108328,122720,4477,4463,29374,32031,1818355,1818417,285790,320991,41028,42343,118729,133728,8107,8253,1915189,1972177,1501426,1508764,265094,296980,16248,17275,105558,119860,3447,3477,23416,25821,1520580,1529768,270997,304342,27884,30400,114575,129378,6490,6698,324718,316105,292601,283270,12465,14053,9894,8726,2770,2860,1030,986,5958,6210,297775,288649,14793,16649,13144,11943,4154,4350,1617,1555
R,10,2010,47,4529304,2234808,2294496,1793229,1803403,273096,305799,25662,25391,109582,123631,4205,4376,29034,31896,1817369,1829628,281115,315711,40557,41747,119750,134355,7676,8189,1925743,1990132,1514926,1530850,261084,292362,16343,16966,106866,120796,3245,3425,23279,25733,1534067,1551735,266822,299762,28094,30132,115746,130021,6194,6628,309065,304364,278303,272553,12012,13437,9319,8425,2716,2835,960,951,5755,6163,283302,277893,14293,15949,12463,11615,4004,4334,1482,1561
R,10,2010,48,4531324,2234272,2297052,1803437,1817837,270219,303652,24963,25197,102649,114717,4356,4358,28648,31291,1827344,1843412,277869,313387,39597,41652,112743,125140,7909,8080,1937314,2004627,1535568,1555850,258869,291048,16084,16942,100115,112000,3434,3440,23244,25347,1554753,1576339,264377,298272,27817,30263,108951,121001,6479,6533,296958,292425,267869,261987,11350,12604,8879,8255,2534,2717,922,918,5404,5944,272591,267073,13492,15115,11780,11389,3792,4139,1430,1547
R,10,2010,49,4563768,2245710,2318058,1826473,1846097,267703,302658,24421,25290,94770,109048,4076,4104,28267,30861,1849971,1871314,275202,312121,39224,41843,104682,119160,7496,7816,1963851,2037785,1572387,1594948,256824,290399,16075,17602,92336,106456,3257,3247,22972,25133,1591248,1615253,262288,297490,27989,31126,100980,115182,6171,6361,281859,280273,254086,251149,10879,12259,8346,7688,2434,2592,819,857,5295,5728,258723,256061,12914,14631,11235,10717,3702,3978,1325,1455
R,10,2010,50,4652061,2291022,2361039,1854936,1873035,277521,311057,24714,25611,101076,116485,4269,4216,28506,30635,1878749,1898015,285052,320438,39713,41961,110912,126616,7637,7848,2006780,2078708,1598674,1619711,266633,298824,16237,17933,98597,113824,3398,3388,23241,25028,1617884,1639863,272114,305885,28361,31321,107231,122596,6231,6480,284242,282331,256262,253324,10888,12233,8477,7678,2479,2661,871,828,5265,5607,260865,258152,12938,14553,11352,10640,3681,4020,1406,1368
R,10,2010,51,4548509,2237619,2310890,1820534,1841959,268308,302366,23584,24192,94213,109069,3946,3907,27034,29397,1843033,1866070,275235,311176,37958,40307,103690,118528,7138,7251,1976847,2049912,1585332,1608063,258228,290885,15884,16994,91943,106628,3188,3167,22272,24175,1603722,1627658,263313,297541,27639,30301,100295,114880,5898,6010,260772,260978,235202,233896,10080,11481,7700,7198,2270,2441,758,740,4762,5222,239311,238412,11922,13635,10319,10006,3395,3648,1240,1241
R,10,2010,52,4449603,2182029,2267574,1779910,1812970,257172,290720,21934,23197,93611,109041,3693,3749,25709,27897,1801158,1835683,263893,299097,35908,38612,102374,118033,6643,6872,1941128,2022128,1563124,1592730,247448,279917,14911,16552,91516,106824,2971,3044,21158,23061,1580441,1611322,252377,286275,26414,29362,99227,114645,5472,5732,240901,245446,216786,220240,9724,10803,7023,6645,2095,2217,722,705,4551,4836,220717,224361,11516,12822,9494,9250,3147,3388,1171,1140
R,10,2010,53,4455801,2179559,2276242,1781580,1825351,255052,290307,22050,22808,92027,106921,3529,3552,25321,27303,1802537,1847692,261660,298433,35991,38419,100497,115233,6470,6641,1945451,2036046,1570589,1609471,245846,279866,14992,16417,90071,104891,2881,2838,21072,22563,1587852,1627732,250817,286022,26560,29476,97628,112079,5405,5454,234108,240196,210991,215880,9206,10441,7058,6391,1956,2030,648,714,4249,4740,214685,219960,10843,12411,9431,8943,2869,3154,1065,1187
R,10,2010,54,4325177,2109899,2215278,1727647,1775021,244745,281794,20808,22098,89282,106398,3396,3423,24021,26544,1747579,1796734,250945,289606,34127,37352,97221,114556,6162,6412,1889469,1986432,1529122,1569566,235965,271828,14288,15973,87383,104211,2746,2839,19965,22015,1545537,1587379,240548,277756,25348,28783,94418,111299,5122,5391,220430,228846,198525,205455,8780,9966,6520,6125,1899,2187,650,584,4056,4529,202042,209355,10397,11850,8779,8569,2803,3257,1040,1021
R,10,2010,55,4254080,2073229,2180851,1702730,1754265,235456,271044,20077,20972,88543,106215,3232,3396,23191,24959,1721849,1774494,241427,278479,33013,35216,96197,113954,5935,6250,1860371,1958179,1510496,1553499,227118,261644,13948,15296,86716,104212,2667,2773,19426,20755,1526353,1570085,231564,267323,24802,27282,93552,110983,5004,5227,212858,222672,192234,200766,8338,9400,6129,5676,1827,2003,565,623,3765,4204,195496,204409,9863,11156,8211,7934,2645,2971,931,1023
R,10,2010,56,4140928,2009834,2131094,1658823,1722255,223566,260676,18799,19909,84023,101357,2973,3194,21650,23703,1676755,1741476,229112,267597,31082,33679,91062,108473,5378,5928,1813341,1922653,1480967,1533881,215824,252103,13368,14753,82427,99455,2445,2612,18310,19849,1495986,1549763,220025,257411,23838,26438,88690,105721,4555,4987,196493,208441,177856,188374,7742,8573,5431,5156,1596,1902,528,582,3340,3854,180769,191713,9087,10186,7244,7241,2372,2752,823,941
R,10,2010,57,3962154,1916548,2045606,1590795,1663308,206830,243861,17525,18423,78410,94790,2788,2875,20200,22349,1607555,1681510,211794,250316,29205,31499,84867,101548,5066,5457,1736554,1852347,1427990,1488443,199690,235857,12475,13745,76930,93140,2328,2400,17141,18762,1442131,1503527,203408,240822,22440,24878,82716,99082,4321,4657,179994,193259,162805,174865,7140,8004,5050,4678,1480,1650,460,475,3059,3587,165424,177983,8386,9494,6765,6621,2151,2466,745,800
R,10,2010,58,3860709,1865859,1994850,1556065,1626603,195708,233998,16240,17523,76475,93218,2678,2827,18693,20681,1571528,1643504,200391,239922,27092,29897,82349,99212,4849,5205,1698126,1813744,1404047,1462648,189183,226494,11748,13124,75047,91627,2249,2371,15852,17480,1417024,1476767,192730,231101,21025,23754,80306,96877,4138,4414,167733,181106,152018,163955,6525,7504,4492,4399,1428,1591,429,456,2841,3201,154504,166737,7661,8821,6067,6143,2043,2335,711,791
R,10,2010,59,3708757,1787834,1920923,1494671,1567752,187755,227422,15419,16633,69909,86994,2386,2600,17694,19522,1509237,1583665,192144,233111,25999,28500,75302,92423,4437,4823,1628458,1748437,1349759,1411672,181633,220224,11324,12467,68653,85453,2019,2176,15070,16445,1362053,1424883,184994,224641,20408,22679,73474,90197,3829,4111,159376,172486,144912,156080,6122,7198,4095,4166,1256,1541,367,424,2624,3077,147184,158782,7150,8470,5591,5821,1828,2226,608,712
